outer_fold,inner_fold,analysis_variant,information_protocol,approximation,rho_prior,hu_tau,model,alpha,training_block_hash,grammar_fit_hash,validation_scoreable_roots,pooled_root_balanced_mean_log_density,selected_alpha
0,0,all_strict,side_informed,laplace,uniform,50.0,retention_bounded,0.0,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,d0bacc73129ee91b226e42283be005788f1ff86fe1035aee6d3710a04f551637,139,-0.32340664382392736,0.01
0,0,all_strict,side_informed,laplace,uniform,50.0,retention_bounded,0.0001,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,b612116eaf83e16815430e3ad5576c49c59f279670ad21d5d607266c49860eee,139,-0.3223844974192554,0.01
0,0,all_strict,side_informed,laplace,uniform,50.0,retention_bounded,0.001,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,c3d9ed906c563af6a02b5c0405343c84c7f7ea7fcb9b63568d46c89b2bc4d882,139,-0.3154163899840497,0.01
0,0,all_strict,side_informed,laplace,uniform,50.0,retention_bounded,0.01,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,649fd71601b23c6b7b3cd101070dfac25eac3622838118c2a68f62a3191442a7,139,-0.29641707685140506,0.01
0,0,all_strict,side_informed,laplace,uniform,50.0,retention_bounded,0.1,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,93128b8e3ec8266b87da63956ab21a2214c54fd8b7a23e0209580301767c8f33,139,-0.33842838548746995,0.01
0,1,all_strict,side_informed,laplace,uniform,50.0,retention_bounded,0.0,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,828e643049a72509d8250c59b59e09a8baf868f63bb8a22702fdb8dba576b614,136,-0.32340664382392736,0.01
0,1,all_strict,side_informed,laplace,uniform,50.0,retention_bounded,0.0001,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,453dd4b86822d63fac4db5fa9bec552f961ea1a5c1c3eb94239591a2754cec13,136,-0.3223844974192554,0.01
0,1,all_strict,side_informed,laplace,uniform,50.0,retention_bounded,0.001,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,ccc95d06dd1487873cbb68e5d4dc8c94ccdc2a80852e8243a00defa409ec89ce,136,-0.3154163899840497,0.01
0,1,all_strict,side_informed,laplace,uniform,50.0,retention_bounded,0.01,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,64b3c5e7802c1dcd46bde698b4d6b8c73809ae9df0b56a331c702fea458b2d9a,136,-0.29641707685140506,0.01
0,1,all_strict,side_informed,laplace,uniform,50.0,retention_bounded,0.1,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,430161362b40ac2e675c7b763c04b4720509cf928a204703a208e09dc3431797,136,-0.33842838548746995,0.01
0,2,all_strict,side_informed,laplace,uniform,50.0,retention_bounded,0.0,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,e7314ed7245bf3901d19ef26a76c2668b6b133e3a20cca4f5e043d3afb461621,138,-0.32340664382392736,0.01
0,2,all_strict,side_informed,laplace,uniform,50.0,retention_bounded,0.0001,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,e3dc463d150a50e32732f625b0a5c27b35e644b56c553393712f90de797da4fd,138,-0.3223844974192554,0.01
0,2,all_strict,side_informed,laplace,uniform,50.0,retention_bounded,0.001,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,70b841f1788eed5616c1a3cd6e4fab59123c8a8a9ad3e15e6d5094cc8b9005a4,138,-0.3154163899840497,0.01
0,2,all_strict,side_informed,laplace,uniform,50.0,retention_bounded,0.01,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,7dd7f6f5f4a78fe4cf208444b5a3a29a7a2fd0d221deae445ceabe11a40b3060,138,-0.29641707685140506,0.01
0,2,all_strict,side_informed,laplace,uniform,50.0,retention_bounded,0.1,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,6aef960374a1da0cce0a1c25f7031ce1b80e7760aa5b18325fdc8a9247c118ac,138,-0.33842838548746995,0.01
0,0,all_strict,side_informed,laplace,uniform,50.0,retention_nonnegative,0.0,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,e93175cbe294766246c39afd2bf021e2791052e30b5cb6430abec9e7f7ddf1fe,139,-0.32340664588966406,0.01
0,0,all_strict,side_informed,laplace,uniform,50.0,retention_nonnegative,0.0001,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,364bea5f08dedea0a8f9dc117b363ec696f0da4fa6a107b3125e1df453790bed,139,-0.3222193895845893,0.01
0,0,all_strict,side_informed,laplace,uniform,50.0,retention_nonnegative,0.001,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,70e53b495e5de4614b1cceb9713f91cd76100f672bcec3304020653b652ded33,139,-0.31565350493606154,0.01
0,0,all_strict,side_informed,laplace,uniform,50.0,retention_nonnegative,0.01,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,6dd96b5def9209af443dda58ea0af4855dd7526100db07913167ffcd5a258e11,139,-0.314356151735014,0.01
0,0,all_strict,side_informed,laplace,uniform,50.0,retention_nonnegative,0.1,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,8b238c094d21d4d52a454e3816bb0cf4cb4162e1453884e2ff82475a6320fbb0,139,-0.39653455699352536,0.01
