outer_fold,inner_fold,analysis_variant,information_protocol,approximation,rho_prior,hu_tau,model,alpha,training_block_hash,grammar_fit_hash,validation_scoreable_roots,pooled_root_balanced_mean_log_density,selected_alpha
0,0,all_strict,side_informed,laplace,beta_half_half,20.0,retention_bounded,0.0,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,780f208c209440623de0add20390249a8ab2e8d4a6b3dbb789ad4d3e61146a05,139,-0.32371447673675324,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,20.0,retention_bounded,0.0001,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,44c72cfc302efd443ddbf2dba895bd0e0f4039c0929f53ddf0875e895b628c6e,139,-0.3226954468859377,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,20.0,retention_bounded,0.001,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,0cff344fd1066ae239bcca22afa9c2654523b5d36b444aac6b66f3b8bb5ec4d9,139,-0.3157445029710183,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,20.0,retention_bounded,0.01,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,c9048083df378c9eef7195d95e2910aaa99fa329b823f975d01b3fabf2cd8ab5,139,-0.29676873166976814,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,20.0,retention_bounded,0.1,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,54f459ba83dfb33dd249f9152dd9e65712b4d00310f982769f73ef3ec1c2bac3,139,-0.3387829240931206,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,20.0,retention_bounded,0.0,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,67e33906e1bf7c7dcc472d700108fb23b5fe8749a81d27dd87eab39c07fe340d,136,-0.32371447673675324,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,20.0,retention_bounded,0.0001,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,7869290de186312d5312621882a6bb8b61c52126d8673106812edaf86a985cbc,136,-0.3226954468859377,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,20.0,retention_bounded,0.001,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,f39fd84eebba9add737f53e32fc50e471f0dbb7d88ec7f1c364fa180bdcb7b95,136,-0.3157445029710183,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,20.0,retention_bounded,0.01,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,22976107a461612b67a4dc1daac4bf933ae7c37fdbfe87a9bf143860aea96fe4,136,-0.29676873166976814,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,20.0,retention_bounded,0.1,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,88991a93c1aa7af77bb5db1107a08bbacf56c987425be07ef62a8b122bdda485,136,-0.3387829240931206,0.01
0,2,all_strict,side_informed,laplace,beta_half_half,20.0,retention_bounded,0.0,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,d9d53401eebb466257625c8060c321832eeac6771d8b138d69eec6684a806c07,138,-0.32371447673675324,0.01
0,2,all_strict,side_informed,laplace,beta_half_half,20.0,retention_bounded,0.0001,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,6a1d12b69be55980d5cd7a28670e918aba096e1b0619690782178bfd727a0401,138,-0.3226954468859377,0.01
0,2,all_strict,side_informed,laplace,beta_half_half,20.0,retention_bounded,0.001,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,140e5df6af1b855bd91be035f500474ba95da67c75c164b6ce9c14a39bc800eb,138,-0.3157445029710183,0.01
0,2,all_strict,side_informed,laplace,beta_half_half,20.0,retention_bounded,0.01,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,122f9f552fb0488b2662456b03e1f07ba26a923b5915541d7a74c3c315b4f583,138,-0.29676873166976814,0.01
0,2,all_strict,side_informed,laplace,beta_half_half,20.0,retention_bounded,0.1,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,0ea18ac87a13e2260278e0847da03fd787a3f379441cd3defec2c8fec1ab71bc,138,-0.3387829240931206,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,20.0,retention_nonnegative,0.0,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,7ffe262298c4e849b62e8dfbe8bf75dc01ba01b5e403cf9c9c80442b70497a73,139,-0.32371447876553017,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,20.0,retention_nonnegative,0.0001,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,8e35cd6be76f9419f6e06406c37b3cae374c37d3708719e3cefc4280d5aae7fd,139,-0.32252651285043965,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,20.0,retention_nonnegative,0.001,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,c7f2b04ef2855f6e37f5da47f3a42d60ab3dea76ceca9aa637497e535247aee1,139,-0.3159653986270262,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,20.0,retention_nonnegative,0.01,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,fa2e2596dcfea877a62deec2a0ed8bca1677784ebfa59b04700c3022a316a7b1,139,-0.3146905985430582,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,20.0,retention_nonnegative,0.1,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,62102411b20c8198f64879f426c160864700daaff5744365b543e31f144ca065,139,-0.3968355528801035,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,20.0,retention_nonnegative,0.0,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,02d5601bcf21b1cdf2240ef9cd45648bba841b5856984c6ea640d44cd16c0895,136,-0.32371447876553017,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,20.0,retention_nonnegative,0.0001,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,96874650e57c0f3aaa67c602ac253fb78f294a6b6a0dcacfc26f0181e7680e12,136,-0.32252651285043965,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,20.0,retention_nonnegative,0.001,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,cab991336877bd819898b4a6ed64d5321cb69ec99d176298b2c102d8ad253894,136,-0.3159653986270262,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,20.0,retention_nonnegative,0.01,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,04a109544615566c98c80b434643aaf0cdd0868cf6f8540f2f1987b1b3287594,136,-0.3146905985430582,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,20.0,retention_nonnegative,0.1,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,d61eb13bf1b7b8b255a94949bc0422e56007f07666c937127ec2afaaad30bc21,136,-0.3968355528801035,0.01
0,2,all_strict,side_informed,laplace,beta_half_half,20.0,retention_nonnegative,0.0,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,b30083af18531cdaa1d9b60818849831e3085d6f5323ca15fa9e0a598b1981dc,138,-0.32371447876553017,0.01
